NAICS_Code,Year,Month,Total_Sales
4482,2015,Dec,4047
44831,2015,Dec,6054
451,2015,Dec,12138
45111,2015,Dec,6134
45112,2015,Dec,3563
451211,2015,Dec,1321
452,2015,Dec,76264
4521,2015,Dec,22980
452111,2015,Dec,9425
452112,2015,Dec,13555
4529,2015,Dec,53284
45291,2015,Dec,45465
45299,2015,Dec,7819
453,2015,Dec,11222
4532,2015,Dec,3512
45321,2015,Dec,1285
45322,2015,Dec,2227
45330,2015,Dec,1432
454,2015,Dec,62668
4541,2015,Dec,55972
45431,2015,Dec,2538
722,2015,Dec,54663
7224,2015,Dec,1970
7225,2015,Dec,48011
722511,2015,Dec,24583
441,2014,Dec,86548
"4411,4412",2014,Dec,79897
4411,2014,Dec,76259
44111,2014,Dec,69256
44112,2014,Dec,7003
4413,2014,Dec,6651
"442,443",2014,Dec,24130
442,2014,Dec,10231
4421,2014,Dec,4836
4422,2014,Dec,5395
44221,2014,Dec,1431
442299,2014,Dec,3853
443,2014,Dec,13899
443141,2014,Dec,1623
443142,2014,Dec,12276
444,2014,Dec,24493
4441,2014,Dec,21129
44412,2014,Dec,706
44413,2014,Dec,1889
445,2014,Dec,61138
4451,2014,Dec,52883
44511,2014,Dec,50905
4453,2014,Dec,5572
446,2014,Dec,29170
44611,2014,Dec,24046
447,2014,Dec,36996
448,2014,Dec,32638
4481,2014,Dec,22731
44811,2014,Dec,1070
44812,2014,Dec,4952
44814,2014,Dec,12344
44819,2014,Dec,1967
4482,2014,Dec,3732
44831,2014,Dec,5766
451,2014,Dec,11642
45111,2014,Dec,5785
45112,2014,Dec,3501
451211,2014,Dec,1332
452,2014,Dec,75394
4521,2014,Dec,23834
452111,2014,Dec,9816
452112,2014,Dec,14018
4529,2014,Dec,51560
45291,2014,Dec,44232
45299,2014,Dec,7328
453,2014,Dec,11186
4532,2014,Dec,3469
45321,2014,Dec,1389
45322,2014,Dec,2080
45330,2014,Dec,1343
454,2014,Dec,58263
4541,2014,Dec,50628
45431,2014,Dec,3860
722,2014,Dec,50732
7224,2014,Dec,1830
7225,2014,Dec,44545
722511,2014,Dec,22985
